company_name,valuation,country,industry,ipo_status,data_source,estimated_ipo_score,readiness_tier
Lending Club,3.8,August 2014,December 2014[745],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Sea Limited,3.7,March 2016,October 2017[746],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Freshworks,3.5,November 2019,September 2021[747],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Bukalapak,3.5,April 2021[160],August 2021[748],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Wise,3.5,May 2019[749],July 2021[750],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Zhihu,3.5,August 2019[751],March 2021[752],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Atlassian,3.3,April 2014,December 2015[753],Private Unicorn,Wikipedia,50,Developing (2-3yr)
e-Shang Redwood,3.25,July 2017[160],October 2019[754],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Udemy,3.25,November 2020[755],October 2021[756],Private Unicorn,Wikipedia,50,Developing (2-3yr)
SmileDirectClub,3.2,October 2018,September 2019[757],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Zoox,3.2,July 2018[758],July 2020[759],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Oscar Health,3.2,March 2018[760],March 2021[761],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Cloudflare,3,March 2019,September 2019[762],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Delhivery,3,May 2021[763],May 2022,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Pure Storage,3,August 2014[764],October 2015,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Maoyan,3.0,November 2017,January 2019[765],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Jia.com,3,February 2015[160],July 2018[766],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Mogu,3,January 2016,December 2018[767],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Paytm Mall,3,July 2019[768],May 2022[769],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Luckin Coffee,2.9,April 2019[160][770],May 2019,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Pivotal,2.8,May 2016[5],April 2018[771][772],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Monday.com,2.7,May 2020[773],June 2021[774],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Cazoo,2.6,September 2020[775],August 2021[776],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Woowa Brothers,2.6,March 2018[520],December 2019[777],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Ucommune,2.6,August 2018[160],November 2020,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Coursera,2.5,July 2020[778],March 2021[779],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Cambricon,2.5,June 2018[160],June 2020[780],Private Unicorn,Wikipedia,50,Developing (2-3yr)
The Hut Group,2.5,August 2017[781],September 2020[782],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Postmates,2.4,September 2019[783],December 2020[784],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Box,2.4,July 2014,January 2015[785],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Mercari,2.4,March 2018[786],June 2018[787],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Kingsoft,2.4,January 2018[160],May 2020[788],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Sportradar,2.4,July 2018[789],September 2021[790],Private Unicorn,Wikipedia,50,Developing (2-3yr)
PolicyBazaar,2.4,March 2021[791],November 2021[792],Private Unicorn,Wikipedia,50,Developing (2-3yr)
GoPro,2.25,December 2012,June 2014[793],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Babytree,2.19,May 2018,November 2018[794],Private Unicorn,Wikipedia,50,Developing (2-3yr)
"Roku, Inc.",2.1,September 2017,September 2017[795],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Three Squirrels,2.09,September 2015[160],July 2019[796],Private Unicorn,Wikipedia,50,Developing (2-3yr)
AppDynamics,2.05,November 2015,January 2017[797],Private Unicorn,Wikipedia,50,Developing (2-3yr)
AvidXchange,2,January 2020[798],October 2021[799],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Wayfair,2,March 2014,October 2014[800],Private Unicorn,Wikipedia,50,Developing (2-3yr)
NantHealth,2,January 2016,June 2016[801],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Meitu,2,December 2014,December 2016,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Nutanix,2,September 2016,September 2016,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Uxin,2.0,January 2017[160],June 2018[802],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Careem,2,October 2018,March 2019[803],Private Unicorn,Wikipedia,50,Developing (2-3yr)
AppLovin,2,July 2018[804],April 2021[805],Private Unicorn,Wikipedia,50,Developing (2-3yr)
ReNew Power,2,February 2017[806],August 2021[807],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Deliverr,2,November 2021[808],May 2022[809],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Auth0,1.92,July 2020[810],March 2021[811],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Mobileye,1.9,July 2013,August 2014,Private Unicorn,Wikipedia,50,Developing (2-3yr)
WalkMe,1.9,December 2019,June 2021[812],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Avito.ru,1.82,February 2014[5][813],January 2019[814],Private Unicorn,Wikipedia,50,Developing (2-3yr)
23andMe,1.75,September 2017[815],June 2021[816],Private Unicorn,Wikipedia,50,Developing (2-3yr)
IronSource,1.75,October 2019[817],June 2021[818],Private Unicorn,Wikipedia,50,Developing (2-3yr)
MedMen,1.65,February 2018[819],May 2018,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Better Place,1.6,November 2012,July 2013,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Loom,1.53,May 2021[820],Video messaging,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Farfetch,1.5,May 2016[821],September 2018[822],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Freshly,1.5,October 2020[823],October 2020,Private Unicorn,Wikipedia,50,Developing (2-3yr)
MuleSoft,1.5,May 2015,March 2015,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Jet.com,1.5,November 2015[824],August 2016[825],Private Unicorn,Wikipedia,50,Developing (2-3yr)
LivingSocial,1.5,February 2013,October 2016,Private Unicorn,Wikipedia,50,Developing (2-3yr)
WhatsApp,1.5,July 2013,February 2014,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Lakala,1.5,June 2015[160],April 2019,Private Unicorn,Wikipedia,50,Developing (2-3yr)
UCloud,1.5,June 2018[160],January 2020[826],Private Unicorn,Wikipedia,50,Developing (2-3yr)
One Medical,1.5,August 2018[827],January 2020[828],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Quikr,1.5,October 2015[829],February 2020[830],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Letgo,1.5,August 2018[831],March 2020[832],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Ninebot,1.5,October 2017[160],October 2020[833],Private Unicorn,Wikipedia,50,Developing (2-3yr)
DouYu,1.5,March 2018[160],July 2019[834],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Proteus Digital Health,1.5,February 2016[835],July 2020[836],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Duolingo,1.5,December 2019,July 2021[837],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Tuandaiwang,1.46,May 2017[160],April 2019[838],Private Unicorn,Wikipedia,50,Developing (2-3yr)
HomeAway,1.4,October 2010,November 2016,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Hike Messenger,1.4,August 2016[806],January 2021[839],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Jasper,1.35,April 2014,February 2016,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Paidy,1.32,March 2021[842],September 2021[843],Private Unicorn,Wikipedia,50,Developing (2-3yr)
eFront,1.3,March 2019[844],May 2019[845],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Sonder Corp.,1.3,July 2020[846],January 2022[847],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Sunrun,1.3,July 2016,August 2015,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Solstice,1.7,July 2018,December 2009,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Darktrace,1.25,May 2018[849],April 2021[850],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Okta,1.2,March 2017,April 2017[851],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Good Technology,1.2,September 2014,September 2015,Private Unicorn,Wikipedia,50,Developing (2-3yr)
BigBasket,1.2,March 2019[852],February 2021[853],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Nykaa,1.2,April 2020[854],November 2021[855],Private Unicorn,Wikipedia,50,Developing (2-3yr)
HeadSpin,1.16,February 2020,August 2020[856],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Fab,1.15,August 2013,March 2015,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Gilt Groupe,1.15,February 2015,January 2016,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Vonage,1.11,August 2014,May 2006,Private Unicorn,Wikipedia,50,Developing (2-3yr)
ShopClues,1.1,January 2016,October 2019[857],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Global Fashion Group,1.1,July 2016[858],July 2019[859],Private Unicorn,Wikipedia,50,Developing (2-3yr)
TuSimple,1.1,February 2019[860],April 2021[861],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Wheels Up,1.1,August 2019[862],July 2021,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Zulily,1.09,November 2012,October 2015,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Coupa,1.08,June 2015,October 2016,Private Unicorn,Wikipedia,50,Developing (2-3yr)
LinkedIn,1.06,February 2016,May 2011,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Twilio,1.03,July 2015,June 2016,Private Unicorn,Wikipedia,50,Developing (2-3yr)
SimpliVity,1.03,March 2015,January 2017,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Coveo,1.1,November 2019,November 2021[863],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Kabam,1+,December 2016,February 2017[864],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Rent the Runway,1+,March 2019[865],October 2021[866],Private Unicorn,Wikipedia,50,Developing (2-3yr)
CRF Health,1,July 2018,July 2018,Private Unicorn,Wikipedia,50,Developing (2-3yr)
MySQL,1,January 2008,January 2008,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Heptagon,1,February 2018,February 2018,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Zoom,1,January 2017,April 2019,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Shopify,1,December 2013,May 2015,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Truecaller,1,July 2015[871],October 2021[872],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Kik,1+,August 2015,October 2019,Private Unicorn,Wikipedia,50,Developing (2-3yr)
AirWatch,1,May 2013,January 2014,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Lynda.com,1,January 2015,April 2015,Private Unicorn,Wikipedia,50,Developing (2-3yr)
New Relic,1,April 2014,December 2014,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Quotient Technology,1,April 2016,March 2014,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Shape Security,1,September 2019[873],December 2019[874],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Futu Holdings,1+,June 2017[160],March 2019[875],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Peak Games,1+,,May 2020[876],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Skyscanner,1.6,February 2016[877],November 2016[878],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Blue Apron,2,January 2015[5],June 2017[879],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Stitch Fix,,,November 2017[880][881],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Shazam,1,January 2015[882],December 2017[883],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Flywire,1+,February 2020[884],May 2021[885],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Mobike,3,July 2017[886],April 2018[887],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Ele.me,6.0,June 2017[160][888],April 2018[889],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Duo Security,1.17,October 2017[890],August 2018[891],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Bloom Energy,2.83,January 2015[5],July 2018[892],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Moderna Therapeutics,7.5,February 2018[893],December 2018,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Vlocity,1.0,March 2019[894],February 2020[895],Private Unicorn,Wikipedia,50,Developing (2-3yr)
JFrog,1+,October 2018[896],September 2020[897],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Glovo,1+,December 2019[898],January 2022[899],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Innovent Biologics,1+,April 2018[160],November 2018[900],Private Unicorn,Wikipedia,50,Developing (2-3yr)
iTutorGroup,1+,August 2016[160],July 2019[901],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Fangdd.com,1+,September 2015[160],November 2019[902],Private Unicorn,Wikipedia,50,Developing (2-3yr)
36KrMedia,1+,December 2017[160],November 2019[903],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Fanli,1+,April 2015[160],March 2020[904],Private Unicorn,Wikipedia,50,Developing (2-3yr)
17Zuoye,1+,March 2018[160],December 2020[905],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Zimi,1+,February 2015[160],March 2021[906],Private Unicorn,Wikipedia,50,Developing (2-3yr)
QingCloud,1+,June 2017[160],March 2021[907],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Novogene,1+,November 2016[160],April 2021,Private Unicorn,Wikipedia,50,Developing (2-3yr)
MissFresh,1+,December 2017[160],June 2021[908],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Essential Products,1+,August 2017[909],February 2020[910],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Aeon Acquisition I Corp.,,USA,S-1/A,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"USBC, Inc.",,USA,S-1/A,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Celularity Inc,,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"Edgemode, Inc.",,USA,S-1/A,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"QumulusAI, Inc.",,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Aspira Women's Health Inc.,,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"Mitesco, Inc.",,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"FreeCast, Inc.",,USA,S-1/A,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Little West Holdings Inc.,,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
BW Industrial Holdings Inc.,,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Edison Oncology Holding Corp,,USA,S-1/A,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Smart Powerr Corp.,,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"First Choice Healthcare Solutions, Inc.",,USA,S-1/A,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"CTT PHARMACEUTICAL HOLDINGS, INC.",,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"Encore Medical, Inc.",,USA,S-1/A,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
AMC Robotics Corp,,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Virtuix Holdings Inc.,,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
FG Imperii Acquisition Corp.,,USA,S-1/A,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"DEEP FISSION, INC.",,USA,S-1/A,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Grayscale Bittensor Trust,,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Home,,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Aeon Acquisition I Corp. (0002082526) (Filer),,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
[html],,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"USBC, Inc. (0001074828) (Filer)",,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Celularity Inc (0001752828) (Filer),,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"Edgemode, Inc. (0001652958) (Filer)",,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"QumulusAI, Inc. (0002084026) (Filer)",,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Aspira Women's Health Inc. (0000926617) (Filer),,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"Mitesco, Inc. (0000802257) (Filer)",,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"FreeCast, Inc. (0001633369) (Filer)",,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Little West Holdings Inc. (0002065821) (Filer),,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
BW Industrial Holdings Inc. (0002080841) (Filer),,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Edison Oncology Holding Corp (0001753347) (Filer),,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Smart Powerr Corp. (0000721693) (Filer),,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"First Choice Healthcare Solutions, Inc. (0001416876) (Filer)",,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"CTT PHARMACEUTICAL HOLDINGS, INC. (0001035422) (Filer)",,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"Encore Medical, Inc. (0001838003) (Filer)",,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
AMC Robotics Corp (0001937891) (Filer),,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Virtuix Holdings Inc. (0001606242) (Filer),,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
FG Imperii Acquisition Corp. (0002090452) (Filer),,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
"DEEP FISSION, INC. (0001918102) (Filer)",,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Grayscale Bittensor Trust (TAO) (0002029297) (Filer),,USA,S-1,Active IPO Filing,SEC S-1,70,Near-Term (18-24mo)
Cohere,$5.5B,CAN,AI,Private Unicorn,Curated (Canadian),75,Near-Term (18-24mo)
1Password,$6.8B,CAN,Cybersecurity,Private Unicorn,Curated (Canadian),75,Near-Term (18-24mo)
Clio,$3B,CAN,Legal Tech,Private Unicorn,Curated (Canadian),65,Near-Term (18-24mo)
ApplyBoard,$4B,CAN,EdTech,Private Unicorn,Curated (Canadian),65,Near-Term (18-24mo)
Dapper Labs,$7.6B,CAN,Blockchain/NFT,Private Unicorn,Curated (Canadian),75,Near-Term (18-24mo)
Wealthsimple,$5B,CAN,Fintech,Private Unicorn,Curated (Canadian),75,Near-Term (18-24mo)
Benevity,$2B,CAN,SaaS,Private Unicorn,Curated (Canadian),65,Near-Term (18-24mo)
Clearco,$2B,CAN,Fintech,Private Unicorn,Curated (Canadian),70,Near-Term (18-24mo)
Hopper,$5B,CAN,Travel Tech,Private Unicorn,Curated (Canadian),70,Near-Term (18-24mo)
Dialogue,$1B,CAN,HealthTech,Private Unicorn,Curated (Canadian),60,Near-Term (18-24mo)
Sonder,$2B,CAN,Hospitality Tech,Private Unicorn,Curated (Canadian),65,Near-Term (18-24mo)
PointClickCare,$4B,CAN,HealthTech,Private Unicorn,Curated (Canadian),65,Near-Term (18-24mo)
Thinkific,$1B,CAN,EdTech,Private Unicorn,Curated (Canadian),60,Near-Term (18-24mo)
Trulioo,$1.5B,CAN,Identity/Fintech,Private Unicorn,Curated (Canadian),65,Near-Term (18-24mo)
D2L,$1.3B,CAN,EdTech,Private Unicorn,Curated (Canadian),60,Near-Term (18-24mo)
Borrowell,$800M,CAN,Fintech,Private,Curated (Canadian),60,Near-Term (18-24mo)
Thinking Capital,$500M,CAN,Fintech,Private,Curated (Canadian),60,Near-Term (18-24mo)
Lightspeed Commerce,$2B,CAN,Commerce,Private Unicorn,Curated (Canadian),65,Near-Term (18-24mo)
Ada,$1.2B,CAN,AI/Customer Service,Private Unicorn,Curated (Canadian),65,Near-Term (18-24mo)
Procurify,$500M,CAN,SaaS,Private,Curated (Canadian),55,Developing (2-3yr)
Tulip,$500M,CAN,Retail Tech,Private,Curated (Canadian),60,Near-Term (18-24mo)
Snapcommerce,$800M,CAN,E-commerce,Private,Curated (Canadian),55,Developing (2-3yr)
League,$700M,CAN,HealthTech,Private,Curated (Canadian),55,Developing (2-3yr)
Alida,$500M,CAN,SaaS,Private,Curated (Canadian),55,Developing (2-3yr)
Carrot,$400M,CAN,Cannabis Tech,Private,Curated (Canadian),55,Developing (2-3yr)
Certn,$600M,CAN,HR Tech,Private,Curated (Canadian),55,Developing (2-3yr)
Xero,$500M,CAN,Fintech,Private,Curated (Canadian),60,Near-Term (18-24mo)
Paper,$500M,CAN,EdTech,Private,Curated (Canadian),55,Developing (2-3yr)
Nuvei,$3B,CAN,Fintech/Payments,Private Unicorn,Curated (Canadian),70,Near-Term (18-24mo)
Properly,$300M,CAN,PropTech,Private,Curated (Canadian),55,Developing (2-3yr)
FreshBooks,$1B,CAN,Fintech/Accounting,Private Unicorn,Curated (Canadian),65,Near-Term (18-24mo)
VoPay,$200M,CAN,Fintech/Payments,Private,Curated (Canadian),60,Near-Term (18-24mo)
Axonify,$300M,CAN,EdTech/Enterprise,Private,Curated (Canadian),55,Developing (2-3yr)
Coconut Software,$200M,CAN,SaaS,Private,Curated (Canadian),55,Developing (2-3yr)
Sanctuary AI,$500M,CAN,Robotics/AI,Private,Curated (Canadian),60,Near-Term (18-24mo)
